Hour,Date,Oclock,IN,OUT,Postgraduate,Undergraduate,Assistive-Tech,Library-Staff,Staff,Sconul,Default,BN,Other,Term_dates
2019-10-10 00:00:00,2019-10-10,00,7,14,0,7,0,0,0,0,0,0,0,Autumn term
2019-10-10 01:00:00,2019-10-10,01,4,14,0,4,0,0,0,0,0,0,0,Autumn term
2019-10-10 02:00:00,2019-10-10,02,0,318,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-10 03:00:00,2019-10-10,03,0,1,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-10 04:00:00,2019-10-10,04,2,0,0,2,0,0,0,0,0,0,0,Autumn term
2019-10-10 05:00:00,2019-10-10,05,2,1,0,0,0,0,1,0,0,0,1,Autumn term
2019-10-10 06:00:00,2019-10-10,06,7,3,4,2,0,0,1,0,0,0,0,Autumn term
2019-10-10 07:00:00,2019-10-10,07,20,4,8,7,0,0,1,0,4,0,0,Autumn term
2019-10-10 08:00:00,2019-10-10,08,106,54,37,53,3,1,8,0,3,0,1,Autumn term
2019-10-10 09:00:00,2019-10-10,09,330,106,60,203,26,0,6,0,1,0,34,Autumn term
2019-10-10 10:00:00,2019-10-10,10,495,203,97,338,36,1,17,0,2,0,4,Autumn term
2019-10-10 11:00:00,2019-10-10,11,768,469,106,585,41,0,10,1,7,1,17,Autumn term
2019-10-10 12:00:00,2019-10-10,12,772,848,106,573,41,0,10,1,9,0,32,Autumn term
2019-10-10 13:00:00,2019-10-10,13,839,779,154,576,49,0,15,0,15,2,28,Autumn term
2019-10-10 14:00:00,2019-10-10,14,838,741,150,596,54,0,12,0,4,6,16,Autumn term
2019-10-10 15:00:00,2019-10-10,15,748,802,116,550,45,1,5,0,2,1,28,Autumn term
2019-10-10 16:00:00,2019-10-10,16,564,839,88,414,28,0,7,0,12,1,14,Autumn term
2019-10-10 17:00:00,2019-10-10,17,364,601,56,266,22,0,6,1,3,5,5,Autumn term
2019-10-10 18:00:00,2019-10-10,18,196,361,35,137,7,0,3,0,7,2,5,Autumn term
2019-10-10 19:00:00,2019-10-10,19,125,177,29,83,6,0,0,1,1,0,5,Autumn term
2019-10-10 20:00:00,2019-10-10,20,86,150,15,59,3,0,0,0,2,0,7,Autumn term
2019-10-10 21:00:00,2019-10-10,21,34,80,7,25,2,0,0,0,0,0,0,Autumn term
2019-10-10 22:00:00,2019-10-10,22,19,51,7,12,0,0,0,0,0,0,0,Autumn term
2019-10-10 23:00:00,2019-10-10,23,19,29,5,12,0,0,0,0,0,0,2,Autumn term
2019-10-11 00:00:00,2019-10-11,00,11,22,2,7,0,0,0,0,1,0,1,Autumn term
2019-10-11 01:00:00,2019-10-11,01,8,14,2,5,0,0,0,0,0,0,1,Autumn term
2019-10-11 02:00:00,2019-10-11,02,3,235,0,2,0,0,0,0,0,0,1,Autumn term
2019-10-11 03:00:00,2019-10-11,03,4,4,1,3,0,0,0,0,0,0,0,Autumn term
2019-10-11 04:00:00,2019-10-11,04,1,6,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-11 05:00:00,2019-10-11,05,0,3,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-11 06:00:00,2019-10-11,06,2,0,0,2,0,0,0,0,0,0,0,Autumn term
2019-10-11 07:00:00,2019-10-11,07,23,3,2,15,0,0,5,0,1,0,0,Autumn term
2019-10-11 08:00:00,2019-10-11,08,100,58,26,56,4,0,9,1,3,0,1,Autumn term
2019-10-11 09:00:00,2019-10-11,09,200,78,21,152,14,0,6,0,1,0,6,Autumn term
2019-10-11 10:00:00,2019-10-11,10,446,227,90,317,24,0,4,2,1,2,6,Autumn term
2019-10-11 11:00:00,2019-10-11,11,541,360,91,372,34,1,13,0,22,0,8,Autumn term
2019-10-11 12:00:00,2019-10-11,12,643,628,120,450,40,0,8,3,8,0,14,Autumn term
2019-10-11 13:00:00,2019-10-11,13,608,532,100,440,38,0,7,0,6,1,16,Autumn term
2019-10-11 14:00:00,2019-10-11,14,629,614,110,460,26,2,10,0,3,0,18,Autumn term
2019-10-11 15:00:00,2019-10-11,15,487,604,96,328,27,0,10,0,6,1,19,Autumn term
2019-10-11 16:00:00,2019-10-11,16,305,488,72,202,19,0,4,0,2,0,6,Autumn term
2019-10-11 17:00:00,2019-10-11,17,219,324,53,136,13,0,3,0,5,1,8,Autumn term
2019-10-11 18:00:00,2019-10-11,18,89,211,27,51,6,0,1,0,1,2,1,Autumn term
2019-10-11 19:00:00,2019-10-11,19,49,101,12,29,6,0,0,0,1,0,1,Autumn term
2019-10-11 20:00:00,2019-10-11,20,25,64,6,16,1,0,0,0,0,1,1,Autumn term
2019-10-11 21:00:00,2019-10-11,21,16,37,3,9,0,0,0,0,0,2,2,Autumn term
2019-10-11 22:00:00,2019-10-11,22,6,16,0,6,0,0,0,0,0,0,0,Autumn term
2019-10-11 23:00:00,2019-10-11,23,5,12,2,3,0,0,0,0,0,0,0,Autumn term
2019-10-12 00:00:00,2019-10-12,00,1,13,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-12 01:00:00,2019-10-12,01,1,4,1,0,0,0,0,0,0,0,0,Autumn term
2019-10-12 02:00:00,2019-10-12,02,2,132,0,2,0,0,0,0,0,0,0,Autumn term
2019-10-12 03:00:00,2019-10-12,03,1,2,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-12 04:00:00,2019-10-12,04,0,0,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-12 05:00:00,2019-10-12,05,2,4,0,1,0,1,0,0,0,0,0,Autumn term
2019-10-12 06:00:00,2019-10-12,06,2,2,0,1,0,1,0,0,0,0,0,Autumn term
2019-10-12 07:00:00,2019-10-12,07,1,0,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-12 08:00:00,2019-10-12,08,7,1,2,2,0,0,0,0,1,0,2,Autumn term
2019-10-12 09:00:00,2019-10-12,09,21,4,7,9,0,0,1,2,0,0,2,Autumn term
2019-10-12 10:00:00,2019-10-12,10,39,9,8,20,0,0,4,0,3,0,4,Autumn term
2019-10-12 11:00:00,2019-10-12,11,45,27,16,20,1,2,2,0,2,0,2,Autumn term
2019-10-12 12:00:00,2019-10-12,12,75,38,23,38,1,0,6,1,0,1,5,Autumn term
2019-10-12 13:00:00,2019-10-12,13,75,59,15,42,5,0,4,0,5,0,4,Autumn term
2019-10-12 14:00:00,2019-10-12,14,117,69,30,65,4,0,6,0,0,0,12,Autumn term
2019-10-12 15:00:00,2019-10-12,15,123,97,35,68,2,0,4,0,1,0,13,Autumn term
2019-10-12 16:00:00,2019-10-12,16,99,90,23,58,4,0,0,1,5,1,7,Autumn term
2019-10-12 17:00:00,2019-10-12,17,92,133,12,69,6,0,0,0,1,0,4,Autumn term
2019-10-12 18:00:00,2019-10-12,18,45,112,6,31,1,0,0,1,0,1,5,Autumn term
2019-10-12 19:00:00,2019-10-12,19,40,73,8,23,3,0,0,1,1,0,4,Autumn term
2019-10-12 20:00:00,2019-10-12,20,32,49,4,19,1,0,0,0,1,1,6,Autumn term
2019-10-12 21:00:00,2019-10-12,21,13,37,0,9,2,0,0,0,0,0,2,Autumn term
2019-10-12 22:00:00,2019-10-12,22,7,16,3,4,0,0,0,0,0,0,0,Autumn term
2019-10-12 23:00:00,2019-10-12,23,5,13,0,5,0,0,0,0,0,0,0,Autumn term
2019-10-13 00:00:00,2019-10-13,00,4,12,0,3,0,0,0,0,1,0,0,Autumn term
2019-10-13 01:00:00,2019-10-13,01,3,3,0,3,0,0,0,0,0,0,0,Autumn term
2019-10-13 02:00:00,2019-10-13,02,1,23,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-13 03:00:00,2019-10-13,03,0,3,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-13 04:00:00,2019-10-13,04,1,1,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-13 05:00:00,2019-10-13,05,2,4,0,2,0,0,0,0,0,0,0,Autumn term
2019-10-13 06:00:00,2019-10-13,06,1,0,1,0,0,0,0,0,0,0,0,Autumn term
2019-10-13 07:00:00,2019-10-13,07,1,2,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-13 08:00:00,2019-10-13,08,7,1,1,4,0,0,0,0,2,0,0,Autumn term
2019-10-13 09:00:00,2019-10-13,09,16,2,4,8,1,0,0,1,0,0,2,Autumn term
2019-10-13 10:00:00,2019-10-13,10,42,6,16,22,2,0,1,0,0,1,0,Autumn term
2019-10-13 11:00:00,2019-10-13,11,75,19,24,39,2,0,2,1,0,4,3,Autumn term
2019-10-13 12:00:00,2019-10-13,12,98,57,21,52,3,0,1,2,9,3,7,Autumn term
2019-10-13 13:00:00,2019-10-13,13,122,80,28,63,5,0,2,3,10,0,11,Autumn term
2019-10-13 14:00:00,2019-10-13,14,181,96,38,117,8,0,1,3,2,2,10,Autumn term
2019-10-13 15:00:00,2019-10-13,15,183,138,38,121,7,0,0,0,8,3,6,Autumn term
2019-10-13 16:00:00,2019-10-13,16,188,188,32,125,9,0,1,1,7,3,10,Autumn term
2019-10-13 17:00:00,2019-10-13,17,177,207,29,126,9,0,1,0,2,1,9,Autumn term
2019-10-13 18:00:00,2019-10-13,18,129,199,19,85,8,0,2,0,3,1,11,Autumn term
2019-10-13 19:00:00,2019-10-13,19,81,145,21,53,3,0,0,0,2,0,2,Autumn term
2019-10-13 20:00:00,2019-10-13,20,62,119,17,39,2,0,0,0,1,0,3,Autumn term
2019-10-13 21:00:00,2019-10-13,21,36,50,7,26,1,0,0,0,0,0,2,Autumn term
2019-10-13 22:00:00,2019-10-13,22,17,59,1,15,0,0,0,0,0,0,1,Autumn term
2019-10-13 23:00:00,2019-10-13,23,21,29,0,18,2,0,0,0,0,0,1,Autumn term
2019-10-14 00:00:00,2019-10-14,00,7,23,0,6,0,0,0,0,0,0,1,Autumn term
2019-10-14 01:00:00,2019-10-14,01,9,22,1,6,1,0,0,0,0,0,1,Autumn term
2019-10-14 02:00:00,2019-10-14,02,2,28,0,1,1,0,0,0,0,0,0,Autumn term
2019-10-14 03:00:00,2019-10-14,03,0,2,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-14 04:00:00,2019-10-14,04,0,2,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-14 05:00:00,2019-10-14,05,2,0,0,0,0,1,1,0,0,0,0,Autumn term
2019-10-14 06:00:00,2019-10-14,06,13,4,3,4,1,0,2,0,0,0,3,Autumn term
2019-10-14 07:00:00,2019-10-14,07,26,6,4,13,0,3,1,0,4,0,1,Autumn term
2019-10-14 08:00:00,2019-10-14,08,102,54,23,64,2,0,6,0,7,0,0,Autumn term
2019-10-14 09:00:00,2019-10-14,09,271,81,74,174,14,0,4,1,2,0,2,Autumn term
2019-10-14 10:00:00,2019-10-14,10,472,268,121,295,24,0,11,4,0,1,16,Autumn term
2019-10-14 11:00:00,2019-10-14,11,789,385,120,538,39,0,8,0,42,1,41,Autumn term
2019-10-14 12:00:00,2019-10-14,12,794,818,162,538,43,0,15,1,11,0,24,Autumn term
2019-10-14 13:00:00,2019-10-14,13,1068,819,167,755,49,0,15,0,19,2,61,Autumn term
2019-10-14 14:00:00,2019-10-14,14,898,977,118,686,44,0,9,0,4,1,36,Autumn term
2019-10-14 15:00:00,2019-10-14,15,788,903,152,533,41,0,12,2,17,2,29,Autumn term
2019-10-14 16:00:00,2019-10-14,16,712,769,115,518,45,0,2,0,12,1,19,Autumn term
2019-10-14 17:00:00,2019-10-14,17,430,712,73,299,27,0,7,1,12,2,9,Autumn term
2019-10-14 18:00:00,2019-10-14,18,249,457,52,165,19,0,1,0,3,1,8,Autumn term
2019-10-14 19:00:00,2019-10-14,19,170,302,37,111,9,0,0,0,4,2,7,Autumn term
2019-10-14 20:00:00,2019-10-14,20,92,165,19,58,11,0,0,0,2,0,2,Autumn term
2019-10-14 21:00:00,2019-10-14,21,44,102,6,27,4,0,0,0,3,1,3,Autumn term
2019-10-14 22:00:00,2019-10-14,22,42,62,4,35,1,0,0,0,0,1,1,Autumn term
2019-10-14 23:00:00,2019-10-14,23,10,43,0,10,0,0,0,0,0,0,0,Autumn term
2019-10-15 00:00:00,2019-10-15,00,8,25,2,6,0,0,0,0,0,0,0,Autumn term
2019-10-15 01:00:00,2019-10-15,01,2,12,0,2,0,0,0,0,0,0,0,Autumn term
2019-10-15 02:00:00,2019-10-15,02,1,201,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-15 03:00:00,2019-10-15,03,2,6,0,2,0,0,0,0,0,0,0,Autumn term
2019-10-15 04:00:00,2019-10-15,04,2,3,0,1,0,1,0,0,0,0,0,Autumn term
2019-10-15 05:00:00,2019-10-15,05,1,1,0,0,0,0,1,0,0,0,0,Autumn term
2019-10-15 06:00:00,2019-10-15,06,5,1,2,1,1,0,1,0,0,0,0,Autumn term
2019-10-15 07:00:00,2019-10-15,07,17,1,3,9,0,0,4,0,1,0,0,Autumn term
2019-10-15 08:00:00,2019-10-15,08,111,55,39,56,5,0,7,0,3,0,1,Autumn term
2019-10-15 09:00:00,2019-10-15,09,251,83,61,164,10,0,9,1,0,0,6,Autumn term
2019-10-15 10:00:00,2019-10-15,10,603,238,146,391,33,0,8,2,2,1,20,Autumn term
2019-10-15 11:00:00,2019-10-15,11,792,524,158,565,47,0,7,1,2,0,12,Autumn term
2019-10-15 12:00:00,2019-10-15,12,835,753,140,574,47,0,7,0,8,4,55,Autumn term
2019-10-15 13:00:00,2019-10-15,13,1020,826,175,712,49,0,12,0,21,0,51,Autumn term
2019-10-15 14:00:00,2019-10-15,14,917,985,154,642,57,0,8,1,3,4,48,Autumn term
2019-10-15 15:00:00,2019-10-15,15,778,830,134,568,42,0,2,1,1,0,30,Autumn term
2019-10-15 16:00:00,2019-10-15,16,640,838,116,450,40,0,6,1,4,4,19,Autumn term
2019-10-15 17:00:00,2019-10-15,17,433,619,79,312,10,0,7,1,11,0,13,Autumn term
2019-10-15 18:00:00,2019-10-15,18,240,442,42,168,8,0,4,1,5,1,11,Autumn term
2019-10-15 19:00:00,2019-10-15,19,162,304,30,114,4,0,1,0,3,3,7,Autumn term
2019-10-15 20:00:00,2019-10-15,20,116,185,15,87,2,0,3,0,1,0,8,Autumn term
2019-10-15 21:00:00,2019-10-15,21,49,123,7,36,0,0,0,0,0,1,5,Autumn term
2019-10-15 22:00:00,2019-10-15,22,34,66,10,20,1,1,0,0,0,1,1,Autumn term
2019-10-15 23:00:00,2019-10-15,23,17,47,5,9,0,0,0,0,0,1,2,Autumn term
2019-10-16 00:00:00,2019-10-16,00,5,16,1,1,0,2,0,0,0,0,1,Autumn term
2019-10-16 01:00:00,2019-10-16,01,5,20,0,3,0,1,0,0,1,0,0,Autumn term
2019-10-16 02:00:00,2019-10-16,02,5,176,0,3,0,1,0,0,0,0,1,Autumn term
2019-10-16 03:00:00,2019-10-16,03,1,5,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-16 04:00:00,2019-10-16,04,3,3,0,2,0,1,0,0,0,0,0,Autumn term
2019-10-16 05:00:00,2019-10-16,05,2,5,0,1,0,1,0,0,0,0,0,Autumn term
2019-10-16 06:00:00,2019-10-16,06,6,0,0,3,0,0,1,0,1,1,0,Autumn term
2019-10-16 07:00:00,2019-10-16,07,16,5,4,6,1,0,2,0,2,1,0,Autumn term
2019-10-16 08:00:00,2019-10-16,08,105,40,26,62,2,1,9,0,5,0,0,Autumn term
2019-10-16 09:00:00,2019-10-16,09,238,116,49,140,17,0,11,1,13,0,7,Autumn term
2019-10-16 10:00:00,2019-10-16,10,511,202,87,377,24,0,7,2,5,0,9,Autumn term
2019-10-16 11:00:00,2019-10-16,11,584,508,112,388,41,0,7,3,22,3,8,Autumn term
2019-10-16 12:00:00,2019-10-16,12,714,540,151,446,32,0,13,1,20,1,50,Autumn term
2019-10-16 13:00:00,2019-10-16,13,682,729,157,429,41,1,13,0,25,2,14,Autumn term
2019-10-16 14:00:00,2019-10-16,14,511,504,126,319,24,0,9,2,13,0,18,Autumn term
2019-10-16 15:00:00,2019-10-16,15,468,561,103,297,27,0,7,2,17,1,14,Autumn term
2019-10-16 16:00:00,2019-10-16,16,331,444,91,191,25,0,3,0,11,3,7,Autumn term
2019-10-16 17:00:00,2019-10-16,17,297,433,58,186,12,0,6,0,5,1,29,Autumn term
2019-10-16 18:00:00,2019-10-16,18,167,300,44,96,10,0,2,0,2,2,11,Autumn term
2019-10-16 19:00:00,2019-10-16,19,104,200,31,57,5,0,0,0,6,1,4,Autumn term
2019-10-16 20:00:00,2019-10-16,20,86,112,22,51,4,0,0,1,2,2,4,Autumn term
2019-10-16 21:00:00,2019-10-16,21,77,92,18,54,2,0,0,1,1,0,1,Autumn term
2019-10-16 22:00:00,2019-10-16,22,33,78,9,19,1,0,0,0,1,2,1,Autumn term
2019-10-16 23:00:00,2019-10-16,23,16,56,1,13,0,1,0,0,0,0,1,Autumn term
2019-10-17 00:00:00,2019-10-17,00,12,21,1,9,0,0,0,0,1,0,1,Autumn term
2019-10-17 01:00:00,2019-10-17,01,3,13,1,2,0,0,0,0,0,0,0,Autumn term
2019-10-17 02:00:00,2019-10-17,02,0,246,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-17 03:00:00,2019-10-17,03,0,2,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-17 04:00:00,2019-10-17,04,1,2,0,0,0,1,0,0,0,0,0,Autumn term
2019-10-17 05:00:00,2019-10-17,05,0,2,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-17 06:00:00,2019-10-17,06,5,1,3,1,1,0,0,0,0,0,0,Autumn term
2019-10-17 07:00:00,2019-10-17,07,24,4,6,11,0,0,4,1,2,0,0,Autumn term
2019-10-17 08:00:00,2019-10-17,08,106,70,31,55,9,1,5,0,5,0,0,Autumn term
2019-10-17 09:00:00,2019-10-17,09,302,107,58,212,18,0,8,1,0,0,5,Autumn term
2019-10-17 10:00:00,2019-10-17,10,541,264,107,379,39,0,5,2,1,0,8,Autumn term
2019-10-17 11:00:00,2019-10-17,11,778,411,137,554,50,0,16,1,6,1,13,Autumn term
2019-10-17 12:00:00,2019-10-17,12,831,880,125,599,47,0,11,2,8,3,36,Autumn term
2019-10-17 13:00:00,2019-10-17,13,832,792,157,560,38,0,6,0,3,5,63,Autumn term
2019-10-17 14:00:00,2019-10-17,14,866,782,140,644,51,1,10,1,0,0,19,Autumn term
2019-10-17 15:00:00,2019-10-17,15,667,796,126,460,32,0,10,1,14,0,24,Autumn term
2019-10-17 16:00:00,2019-10-17,16,500,697,86,361,20,0,5,0,7,5,16,Autumn term
2019-10-17 17:00:00,2019-10-17,17,351,542,61,241,32,0,2,1,8,2,4,Autumn term
2019-10-17 18:00:00,2019-10-17,18,197,363,40,133,9,0,3,0,5,3,4,Autumn term
2019-10-17 19:00:00,2019-10-17,19,121,175,31,72,6,0,3,0,1,3,5,Autumn term
2019-10-17 20:00:00,2019-10-17,20,67,140,17,43,0,0,0,1,2,2,2,Autumn term
2019-10-17 21:00:00,2019-10-17,21,31,83,8,19,1,0,0,0,0,2,1,Autumn term
2019-10-17 22:00:00,2019-10-17,22,26,55,8,14,1,0,0,0,0,1,2,Autumn term
2019-10-17 23:00:00,2019-10-17,23,15,41,3,4,2,2,0,0,1,0,3,Autumn term
2019-10-18 00:00:00,2019-10-18,00,8,21,3,4,0,0,0,0,0,1,0,Autumn term
2019-10-18 01:00:00,2019-10-18,01,7,9,1,5,0,0,0,0,1,0,0,Autumn term
2019-10-18 02:00:00,2019-10-18,02,4,191,2,2,0,0,0,0,0,0,0,Autumn term
2019-10-18 03:00:00,2019-10-18,03,5,6,1,4,0,0,0,0,0,0,0,Autumn term
2019-10-18 04:00:00,2019-10-18,04,1,2,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-18 05:00:00,2019-10-18,05,2,1,1,1,0,0,0,0,0,0,0,Autumn term
2019-10-18 06:00:00,2019-10-18,06,5,4,2,1,0,0,1,0,0,0,1,Autumn term
2019-10-18 07:00:00,2019-10-18,07,14,3,3,7,1,0,1,0,2,0,0,Autumn term
2019-10-18 08:00:00,2019-10-18,08,87,63,28,40,3,1,8,1,4,0,2,Autumn term
2019-10-18 09:00:00,2019-10-18,09,232,64,53,154,12,0,4,2,2,0,5,Autumn term
2019-10-18 10:00:00,2019-10-18,10,398,192,91,259,25,0,12,0,7,0,4,Autumn term
2019-10-18 11:00:00,2019-10-18,11,478,298,84,353,23,0,9,0,3,1,5,Autumn term
2019-10-18 12:00:00,2019-10-18,12,592,570,110,420,35,0,9,1,5,2,10,Autumn term
2019-10-18 13:00:00,2019-10-18,13,767,617,128,546,43,0,8,2,22,1,17,Autumn term
2019-10-18 14:00:00,2019-10-18,14,667,645,140,458,27,0,8,0,14,0,20,Autumn term
2019-10-18 15:00:00,2019-10-18,15,519,700,84,364,32,0,8,1,16,0,14,Autumn term
2019-10-18 16:00:00,2019-10-18,16,345,467,55,243,15,1,6,1,14,0,10,Autumn term
2019-10-18 17:00:00,2019-10-18,17,241,359,39,169,13,0,5,0,8,0,7,Autumn term
2019-10-18 18:00:00,2019-10-18,18,145,261,36,87,11,0,0,1,8,1,1,Autumn term
2019-10-18 19:00:00,2019-10-18,19,54,166,9,35,2,0,0,0,5,0,3,Autumn term
2019-10-18 20:00:00,2019-10-18,20,42,90,4,28,4,0,0,0,1,2,3,Autumn term
2019-10-18 21:00:00,2019-10-18,21,18,34,4,9,0,0,0,0,0,1,4,Autumn term
2019-10-18 22:00:00,2019-10-18,22,16,26,4,10,0,0,0,0,1,0,1,Autumn term
2019-10-18 23:00:00,2019-10-18,23,6,22,1,5,0,0,0,0,0,0,0,Autumn term
2019-10-19 00:00:00,2019-10-19,00,2,12,1,0,0,0,0,0,0,0,1,Autumn term
2019-10-19 01:00:00,2019-10-19,01,1,4,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-19 02:00:00,2019-10-19,02,1,103,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-19 03:00:00,2019-10-19,03,2,2,0,1,0,0,0,0,0,0,1,Autumn term
2019-10-19 04:00:00,2019-10-19,04,1,2,0,1,0,0,0,0,0,0,0,Autumn term
2019-10-19 05:00:00,2019-10-19,05,2,3,2,0,0,0,0,0,0,0,0,Autumn term
2019-10-19 06:00:00,2019-10-19,06,2,0,0,2,0,0,0,0,0,0,0,Autumn term
2019-10-19 07:00:00,2019-10-19,07,6,6,1,4,0,1,0,0,0,0,0,Autumn term
2019-10-19 08:00:00,2019-10-19,08,11,7,2,5,0,0,3,0,1,0,0,Autumn term
2019-10-19 09:00:00,2019-10-19,09,15,3,3,8,0,0,2,0,2,0,0,Autumn term
2019-10-19 10:00:00,2019-10-19,10,30,6,9,15,3,0,1,0,1,0,1,Autumn term
2019-10-19 11:00:00,2019-10-19,11,38,8,14,19,0,0,0,0,2,1,2,Autumn term
2019-10-19 12:00:00,2019-10-19,12,56,25,14,34,2,0,2,0,3,0,1,Autumn term
2019-10-19 13:00:00,2019-10-19,13,104,34,26,64,4,0,0,1,5,0,4,Autumn term
2019-10-19 14:00:00,2019-10-19,14,132,62,27,81,9,0,0,1,9,0,5,Autumn term
2019-10-19 15:00:00,2019-10-19,15,182,145,34,115,7,0,1,2,8,2,13,Autumn term
2019-10-19 16:00:00,2019-10-19,16,138,131,18,93,10,0,1,3,6,0,7,Autumn term
2019-10-19 17:00:00,2019-10-19,17,84,155,14,59,3,0,0,0,4,1,3,Autumn term
2019-10-19 18:00:00,2019-10-19,18,87,140,13,58,5,0,0,0,3,2,6,Autumn term
2019-10-19 19:00:00,2019-10-19,19,58,101,7,42,6,0,0,0,0,0,3,Autumn term
2019-10-19 20:00:00,2019-10-19,20,37,62,11,24,0,0,0,0,1,0,1,Autumn term
2019-10-19 21:00:00,2019-10-19,21,29,54,11,16,1,0,0,0,0,0,1,Autumn term
2019-10-19 22:00:00,2019-10-19,22,17,44,4,11,0,0,0,0,0,1,1,Autumn term
2019-10-19 23:00:00,2019-10-19,23,7,30,1,5,0,0,0,0,0,0,1,Autumn term
2019-10-20 00:00:00,2019-10-20,00,3,14,0,3,0,0,0,0,0,0,0,Autumn term
2019-10-20 01:00:00,2019-10-20,01,5,7,2,3,0,0,0,0,0,0,0,Autumn term
2019-10-20 02:00:00,2019-10-20,02,0,47,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-20 03:00:00,2019-10-20,03,0,0,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-20 04:00:00,2019-10-20,04,0,4,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-20 05:00:00,2019-10-20,05,0,0,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-20 06:00:00,2019-10-20,06,0,0,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-20 07:00:00,2019-10-20,07,4,0,0,2,0,0,0,1,1,0,0,Autumn term
2019-10-20 08:00:00,2019-10-20,08,4,3,0,4,0,0,0,0,0,0,0,Autumn term
2019-10-20 09:00:00,2019-10-20,09,20,5,3,14,0,0,1,0,2,0,0,Autumn term
2019-10-20 10:00:00,2019-10-20,10,56,8,16,29,3,0,4,0,0,0,4,Autumn term
2019-10-20 11:00:00,2019-10-20,11,81,29,15,46,4,0,4,2,2,1,7,Autumn term
2019-10-20 12:00:00,2019-10-20,12,117,68,23,69,6,0,3,0,4,2,10,Autumn term
2019-10-20 13:00:00,2019-10-20,13,167,85,24,105,10,0,4,0,11,5,8,Autumn term
2019-10-20 14:00:00,2019-10-20,14,181,129,40,112,12,0,0,0,8,3,6,Autumn term
2019-10-20 15:00:00,2019-10-20,15,215,159,41,133,16,0,2,0,8,1,14,Autumn term
2019-10-20 16:00:00,2019-10-20,16,184,176,25,121,12,0,5,0,12,3,6,Autumn term
2019-10-20 17:00:00,2019-10-20,17,131,196,20,94,11,0,1,1,4,0,0,Autumn term
2019-10-20 18:00:00,2019-10-20,18,117,193,8,86,6,0,2,0,8,0,7,Autumn term
2019-10-20 19:00:00,2019-10-20,19,82,146,21,46,7,0,2,0,1,0,5,Autumn term
2019-10-20 20:00:00,2019-10-20,20,52,91,7,36,3,0,1,0,2,1,2,Autumn term
2019-10-20 21:00:00,2019-10-20,21,50,73,10,37,1,0,0,0,0,0,2,Autumn term
2019-10-20 22:00:00,2019-10-20,22,22,59,5,11,2,0,0,0,2,0,2,Autumn term
2019-10-20 23:00:00,2019-10-20,23,20,41,4,15,0,0,0,0,0,1,0,Autumn term
2019-10-21 00:00:00,2019-10-21,00,6,22,1,4,0,1,0,0,0,0,0,Autumn term
2019-10-21 01:00:00,2019-10-21,01,7,13,1,6,0,0,0,0,0,0,0,Autumn term
2019-10-21 02:00:00,2019-10-21,02,7,29,0,5,2,0,0,0,0,0,0,Autumn term
2019-10-21 03:00:00,2019-10-21,03,2,10,2,0,0,0,0,0,0,0,0,Autumn term
2019-10-21 04:00:00,2019-10-21,04,0,0,0,0,0,0,0,0,0,0,0,Autumn term
2019-10-21 05:00:00,2019-10-21,05,1,1,0,0,0,0,1,0,0,0,0,Autumn term
2019-10-21 06:00:00,2019-10-21,06,10,2,4,2,1,0,0,0,3,0,0,Autumn term
2019-10-21 07:00:00,2019-10-21,07,27,5,8,9,0,0,5,0,5,0,0,Autumn term
2019-10-21 08:00:00,2019-10-21,08,80,52,24,44,2,1,6,0,2,0,1,Autumn term
2019-10-21 09:00:00,2019-10-21,09,255,63,62,167,10,0,6,2,3,0,5,Autumn term
2019-10-21 10:00:00,2019-10-21,10,533,250,104,370,27,1,7,1,5,3,15,Autumn term
2019-10-21 11:00:00,2019-10-21,11,728,350,146,488,43,1,5,1,20,0,24,Autumn term
2019-10-21 12:00:00,2019-10-21,12,897,848,146,609,59,0,13,2,45,1,22,Autumn term
2019-10-21 13:00:00,2019-10-21,13,841,920,137,584,53,0,13,1,17,1,35,Autumn term
