,Date,IN,Brighton Business School,Brighton and Sussex Medical School,IDS,Institute of Development Studies,International School - non deg,Library,Partner Colleges,Psychology,School of Applied Social Science,School of Architecture & Design,School of Art,School of Business and Management,School of Computing,School of Education and Social,School of Engineering and Informative,School of English,School of Environment and Technology,School of Global Studies,School of Health Sciences,School of History,School of History and Art History,School of Humanities,School of Law,"School of Law, Politics and Social",School of Life Sciences,School of Mathematical and Physics,"School of Media, Film and Music",School of Pharmacy and Bio Sci,School of Psychology,School of Sport and Service Management,Undergraduate,University of Brighton,other_school,Term_dates
89,2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easter teaching break
90,2018-04-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Easter teaching break
91,2018-04-03,2014.0,1.0,10.0,76.0,0.0,3.0,0.0,105.0,62.0,0.0,0.0,0.0,255.0,0.0,46.0,50.0,115.0,0.0,242.0,0.0,0.0,96.0,2.0,0.0,200.0,72.0,28.0,123.0,1.0,0.0,2.0,1.0,0.0,524.0,Easter teaching break
92,2018-04-04,2050.0,3.0,10.0,39.0,0.0,1.0,0.0,138.0,54.0,0.0,0.0,3.0,261.0,0.0,44.0,46.0,126.0,0.0,202.0,0.0,0.0,111.0,2.0,0.0,209.0,121.0,48.0,110.0,2.0,2.0,0.0,2.0,0.0,516.0,Easter teaching break
93,2018-04-05,2305.0,3.0,7.0,37.0,0.0,2.0,0.0,96.0,89.0,0.0,1.0,0.0,287.0,0.0,50.0,79.0,152.0,0.0,251.0,0.0,0.0,136.0,1.0,0.0,231.0,142.0,41.0,117.0,5.0,3.0,0.0,0.0,0.0,575.0,Easter teaching break
94,2018-04-06,2138.0,3.0,7.0,51.0,0.0,0.0,0.0,78.0,76.0,0.0,0.0,0.0,328.0,2.0,31.0,49.0,144.0,0.0,226.0,0.0,0.0,149.0,9.0,0.0,242.0,105.0,47.0,116.0,2.0,4.0,0.0,4.0,0.0,465.0,Easter teaching break
95,2018-04-07,1624.0,2.0,8.0,48.0,0.0,0.0,1.0,67.0,59.0,0.0,9.0,0.0,297.0,0.0,32.0,42.0,111.0,2.0,103.0,0.0,0.0,78.0,9.0,0.0,148.0,98.0,64.0,124.0,4.0,3.0,0.0,6.0,0.0,309.0,Easter teaching break
96,2018-04-08,1889.0,1.0,8.0,61.0,0.0,0.0,0.0,102.0,80.0,0.0,7.0,0.0,351.0,0.0,29.0,73.0,148.0,0.0,141.0,0.0,0.0,96.0,3.0,0.0,201.0,128.0,43.0,101.0,6.0,6.0,0.0,7.0,0.0,297.0,Easter teaching break
97,2018-04-09,6691.0,2.0,11.0,62.0,0.0,1.0,0.0,213.0,428.0,1.0,7.0,5.0,1307.0,0.0,81.0,197.0,554.0,1.0,742.0,2.0,0.0,545.0,9.0,0.0,823.0,456.0,150.0,373.0,8.0,21.0,0.0,20.0,0.0,672.0,Spring term
98,2018-04-10,7416.0,2.0,8.0,57.0,0.0,2.0,0.0,171.0,396.0,7.0,0.0,1.0,1502.0,5.0,91.0,221.0,582.0,2.0,862.0,0.0,0.0,649.0,10.0,0.0,890.0,569.0,184.0,410.0,6.0,7.0,0.0,29.0,0.0,753.0,Spring term
99,2018-04-11,6511.0,2.0,16.0,81.0,0.0,0.0,0.0,232.0,315.0,2.0,0.0,1.0,1429.0,2.0,90.0,229.0,504.0,4.0,697.0,1.0,0.0,447.0,18.0,0.0,815.0,533.0,156.0,296.0,5.0,10.0,0.0,7.0,0.0,619.0,Spring term
100,2018-04-12,6844.0,9.0,15.0,67.0,1.0,4.0,0.0,240.0,418.0,5.0,1.0,0.0,1383.0,1.0,73.0,200.0,467.0,0.0,789.0,0.0,0.0,529.0,7.0,0.0,875.0,553.0,195.0,348.0,5.0,8.0,0.0,9.0,0.0,642.0,Spring term
101,2018-04-13,4623.0,10.0,11.0,72.0,0.0,0.0,0.0,207.0,327.0,0.0,2.0,2.0,769.0,3.0,65.0,124.0,244.0,0.0,506.0,0.0,0.0,375.0,9.0,0.0,561.0,379.0,150.0,277.0,9.0,6.0,0.0,15.0,0.0,500.0,Spring term
102,2018-04-14,2320.0,8.0,24.0,20.0,0.0,0.0,0.0,202.0,121.0,15.0,1.0,0.0,362.0,1.0,32.0,57.0,116.0,0.0,220.0,0.0,0.0,132.0,18.0,0.0,268.0,147.0,77.0,112.0,7.0,0.0,0.0,3.0,0.0,377.0,Spring term
103,2018-04-15,2820.0,5.0,15.0,56.0,0.0,0.0,0.0,373.0,221.0,2.0,14.0,5.0,353.0,2.0,29.0,77.0,172.0,5.0,211.0,0.0,0.0,186.0,20.0,0.0,346.0,147.0,81.0,153.0,0.0,3.0,0.0,1.0,0.0,343.0,Spring term
104,2018-04-16,7658.0,8.0,57.0,61.0,0.0,0.0,1.0,372.0,587.0,1.0,3.0,1.0,1478.0,1.0,82.0,230.0,484.0,4.0,889.0,0.0,0.0,657.0,6.0,0.0,1021.0,474.0,235.0,479.0,4.0,8.0,0.0,16.0,0.0,499.0,Spring term
105,2018-04-17,7294.0,8.0,49.0,71.0,0.0,1.0,1.0,283.0,558.0,2.0,0.0,0.0,1418.0,0.0,76.0,187.0,474.0,6.0,812.0,0.0,0.0,696.0,8.0,0.0,992.0,540.0,212.0,466.0,4.0,6.0,0.0,24.0,0.0,400.0,Spring term
106,2018-04-18,5623.0,7.0,38.0,75.0,0.0,0.0,0.0,182.0,378.0,0.0,4.0,1.0,982.0,2.0,46.0,153.0,441.0,3.0,684.0,0.0,0.0,388.0,16.0,0.0,886.0,403.0,186.0,357.0,9.0,18.0,1.0,15.0,0.0,348.0,Spring term
107,2018-04-19,5935.0,11.0,53.0,70.0,2.0,1.0,0.0,134.0,350.0,4.0,9.0,0.0,1116.0,2.0,79.0,224.0,437.0,4.0,743.0,1.0,0.0,458.0,28.0,0.0,815.0,486.0,219.0,313.0,9.0,18.0,0.0,23.0,0.0,326.0,Spring term
108,2018-04-20,4102.0,3.0,24.0,52.0,0.0,3.0,0.0,87.0,225.0,8.0,0.0,3.0,863.0,4.0,191.0,105.0,253.0,5.0,532.0,0.0,0.0,257.0,15.0,0.0,579.0,309.0,130.0,183.0,0.0,6.0,0.0,11.0,0.0,254.0,Spring term
109,2018-04-21,2324.0,13.0,25.0,46.0,0.0,1.0,0.0,110.0,128.0,9.0,0.0,0.0,382.0,2.0,32.0,59.0,88.0,7.0,260.0,0.0,0.0,128.0,10.0,0.0,320.0,124.0,88.0,110.0,8.0,2.0,2.0,9.0,0.0,361.0,Spring term
110,2018-04-22,3415.0,15.0,30.0,47.0,0.0,7.0,0.0,154.0,220.0,7.0,7.0,0.0,567.0,4.0,34.0,88.0,185.0,8.0,344.0,0.0,0.0,240.0,0.0,0.0,505.0,223.0,119.0,152.0,12.0,7.0,4.0,12.0,0.0,424.0,Spring term
111,2018-04-23,7995.0,35.0,54.0,71.0,0.0,2.0,0.0,188.0,582.0,1.0,3.0,0.0,1499.0,6.0,74.0,225.0,571.0,11.0,966.0,0.0,0.0,651.0,6.0,0.0,1214.0,714.0,208.0,445.0,14.0,20.0,3.0,23.0,0.0,409.0,Spring term
112,2018-04-24,7956.0,16.0,30.0,79.0,1.0,6.0,0.0,167.0,627.0,1.0,0.0,2.0,1552.0,2.0,81.0,194.0,568.0,3.0,1042.0,0.0,0.0,706.0,11.0,0.0,1122.0,656.0,236.0,434.0,11.0,21.0,0.0,15.0,0.0,373.0,Spring term
113,2018-04-25,6881.0,9.0,35.0,69.0,0.0,4.0,0.0,141.0,440.0,0.0,0.0,0.0,1470.0,3.0,52.0,160.0,524.0,3.0,867.0,0.0,0.0,548.0,15.0,0.0,1023.0,562.0,186.0,364.0,4.0,10.0,0.0,26.0,0.0,366.0,Spring term
114,2018-04-26,6856.0,9.0,40.0,81.0,0.0,1.0,0.0,184.0,465.0,1.0,0.0,0.0,1280.0,6.0,62.0,222.0,496.0,5.0,904.0,0.0,0.0,563.0,7.0,0.0,1020.0,521.0,234.0,387.0,12.0,12.0,4.0,19.0,0.0,321.0,Spring term
115,2018-04-27,5023.0,0.0,37.0,59.0,0.0,2.0,0.0,213.0,299.0,0.0,1.0,0.0,834.0,0.0,91.0,144.0,353.0,4.0,710.0,0.0,0.0,420.0,5.0,0.0,751.0,373.0,143.0,289.0,11.0,7.0,0.0,12.0,0.0,265.0,Spring term
116,2018-04-28,3363.0,1.0,18.0,54.0,0.0,0.0,0.0,214.0,143.0,0.0,3.0,0.0,520.0,1.0,49.0,73.0,169.0,5.0,463.0,0.0,0.0,236.0,3.0,0.0,483.0,221.0,75.0,162.0,27.0,4.0,3.0,7.0,0.0,429.0,Spring term
117,2018-04-29,3558.0,8.0,22.0,37.0,0.0,0.0,0.0,293.0,185.0,0.0,4.0,5.0,573.0,3.0,50.0,109.0,179.0,3.0,388.0,0.0,0.0,186.0,5.0,0.0,528.0,272.0,87.0,194.0,18.0,1.0,4.0,8.0,0.0,396.0,Spring term
118,2018-04-30,7434.0,6.0,37.0,81.0,0.0,4.0,0.0,327.0,473.0,0.0,0.0,0.0,1331.0,1.0,122.0,236.0,447.0,6.0,1024.0,0.0,0.0,679.0,0.0,0.0,1127.0,587.0,170.0,412.0,25.0,7.0,0.0,16.0,0.0,316.0,Spring term
119,2018-05-01,8729.0,12.0,34.0,76.0,0.0,5.0,0.0,390.0,567.0,8.0,6.0,0.0,1604.0,3.0,110.0,162.0,538.0,9.0,1186.0,0.0,0.0,814.0,6.0,0.0,1319.0,754.0,240.0,481.0,16.0,14.0,0.0,22.0,0.0,353.0,Spring term
120,2018-05-02,7143.0,19.0,38.0,80.0,0.0,3.0,0.0,338.0,404.0,2.0,0.0,0.0,1394.0,0.0,81.0,233.0,499.0,0.0,940.0,1.0,0.0,612.0,2.0,0.0,901.0,613.0,199.0,380.0,15.0,17.0,4.0,38.0,0.0,330.0,Spring term
121,2018-05-03,7717.0,7.0,34.0,58.0,0.0,2.0,0.0,139.0,524.0,1.0,1.0,4.0,1469.0,1.0,79.0,297.0,553.0,2.0,1019.0,0.0,0.0,677.0,6.0,0.0,1072.0,657.0,248.0,436.0,10.0,14.0,6.0,25.0,0.0,376.0,Spring term
122,2018-05-04,6129.0,5.0,42.0,90.0,0.0,2.0,0.0,54.0,465.0,2.0,2.0,0.0,1222.0,5.0,121.0,156.0,383.0,2.0,888.0,0.0,0.0,532.0,14.0,0.0,758.0,470.0,209.0,349.0,17.0,12.0,0.0,13.0,0.0,316.0,Spring term
123,2018-05-05,3266.0,13.0,15.0,63.0,0.0,0.0,0.0,3.0,207.0,2.0,0.0,5.0,579.0,3.0,50.0,109.0,244.0,4.0,396.0,0.0,0.0,241.0,1.0,0.0,473.0,152.0,104.0,211.0,36.0,3.0,0.0,0.0,0.0,352.0,Spring term
124,2018-05-06,3451.0,37.0,25.0,46.0,0.0,0.0,0.0,9.0,213.0,2.0,0.0,2.0,627.0,3.0,46.0,132.0,206.0,3.0,455.0,0.0,0.0,256.0,13.0,0.0,492.0,216.0,111.0,203.0,27.0,7.0,4.0,15.0,1.0,300.0,Spring term
125,2018-05-07,6330.0,34.0,19.0,146.0,0.0,0.0,0.0,29.0,407.0,1.0,6.0,6.0,1218.0,5.0,90.0,211.0,385.0,10.0,913.0,0.0,0.0,433.0,20.0,0.0,932.0,459.0,180.0,412.0,14.0,13.0,4.0,23.0,0.0,360.0,Spring term
126,2018-05-08,8962.0,63.0,27.0,117.0,0.0,3.0,0.0,122.0,669.0,9.0,0.0,8.0,1854.0,0.0,117.0,362.0,654.0,2.0,1138.0,0.0,0.0,690.0,40.0,0.0,1153.0,733.0,291.0,521.0,10.0,14.0,2.0,34.0,0.0,329.0,Spring term
127,2018-05-09,8554.0,41.0,42.0,94.0,0.0,2.0,0.0,87.0,510.0,17.0,10.0,3.0,1892.0,7.0,108.0,286.0,595.0,5.0,1039.0,0.0,0.0,663.0,32.0,0.0,1140.0,713.0,272.0,507.0,21.0,20.0,0.0,31.0,0.0,417.0,Spring term
128,2018-05-10,8981.0,54.0,46.0,105.0,0.0,2.0,0.0,40.0,548.0,7.0,0.0,4.0,1887.0,0.0,91.0,415.0,673.0,4.0,1210.0,0.0,0.0,676.0,14.0,0.0,1262.0,700.0,257.0,528.0,9.0,26.0,2.0,39.0,0.0,382.0,Spring term
129,2018-05-11,6779.0,43.0,47.0,91.0,0.0,1.0,0.0,45.0,400.0,0.0,0.0,0.0,1278.0,8.0,161.0,167.0,494.0,2.0,924.0,0.0,0.0,618.0,7.0,0.0,960.0,497.0,187.0,459.0,15.0,11.0,1.0,40.0,0.0,323.0,Spring term
130,2018-05-12,4378.0,34.0,13.0,89.0,0.0,3.0,0.0,16.0,309.0,0.0,15.0,4.0,725.0,7.0,117.0,80.0,327.0,3.0,586.0,2.0,0.0,259.0,5.0,0.0,654.0,252.0,105.0,314.0,29.0,7.0,3.0,10.0,0.0,410.0,Spring term
131,2018-05-13,5293.0,45.0,34.0,113.0,0.0,1.0,0.0,40.0,349.0,2.0,14.0,8.0,933.0,6.0,124.0,144.0,364.0,2.0,747.0,0.0,0.0,375.0,10.0,0.0,784.0,286.0,186.0,310.0,8.0,7.0,0.0,17.0,0.0,384.0,Spring term
132,2018-05-14,8235.0,71.0,52.0,136.0,0.0,1.0,0.0,66.0,543.0,5.0,4.0,7.0,1573.0,9.0,83.0,223.0,524.0,8.0,1261.0,1.0,0.0,625.0,18.0,0.0,1206.0,552.0,300.0,499.0,19.0,11.0,8.0,53.0,0.0,377.0,Private study 2
133,2018-05-15,8328.0,26.0,43.0,104.0,0.0,0.0,0.0,77.0,586.0,7.0,4.0,7.0,1694.0,15.0,114.0,175.0,633.0,5.0,1209.0,0.0,0.0,599.0,11.0,0.0,1183.0,571.0,299.0,552.0,14.0,24.0,0.0,45.0,0.0,331.0,Private study 2
134,2018-05-16,8041.0,11.0,40.0,120.0,0.0,2.0,0.0,44.0,595.0,5.0,5.0,2.0,1796.0,9.0,119.0,166.0,637.0,3.0,1104.0,0.0,0.0,574.0,15.0,0.0,1152.0,494.0,224.0,533.0,10.0,19.0,0.0,27.0,0.0,335.0,Private study 2
135,2018-05-17,7409.0,16.0,58.0,107.0,1.0,3.0,0.0,42.0,470.0,11.0,3.0,1.0,1581.0,11.0,97.0,238.0,586.0,5.0,1016.0,1.0,0.0,497.0,5.0,0.0,1085.0,560.0,259.0,478.0,2.0,9.0,1.0,22.0,0.0,244.0,Year-end assessment
136,2018-05-18,5820.0,28.0,11.0,122.0,0.0,2.0,0.0,41.0,274.0,0.0,5.0,1.0,1330.0,8.0,112.0,149.0,385.0,5.0,726.0,0.0,0.0,425.0,11.0,0.0,921.0,471.0,228.0,306.0,12.0,7.0,0.0,16.0,0.0,224.0,Year-end assessment
137,2018-05-19,4360.0,12.0,31.0,80.0,0.0,0.0,0.0,36.0,175.0,28.0,5.0,1.0,943.0,21.0,63.0,104.0,219.0,1.0,532.0,0.0,0.0,267.0,10.0,0.0,705.0,352.0,192.0,227.0,55.0,7.0,0.0,10.0,0.0,284.0,Year-end assessment
138,2018-05-20,5370.0,29.0,26.0,132.0,0.0,0.0,0.0,37.0,198.0,22.0,6.0,6.0,957.0,38.0,94.0,134.0,315.0,14.0,661.0,0.0,0.0,341.0,14.0,0.0,902.0,406.0,261.0,281.0,53.0,7.0,0.0,20.0,0.0,416.0,Year-end assessment
139,2018-05-21,7409.0,28.0,54.0,124.0,0.0,0.0,0.0,73.0,405.0,20.0,6.0,5.0,1580.0,17.0,114.0,235.0,499.0,0.0,1013.0,4.0,0.0,463.0,6.0,0.0,966.0,606.0,344.0,436.0,27.0,10.0,0.0,20.0,0.0,354.0,Year-end assessment
140,2018-05-22,7588.0,27.0,27.0,63.0,1.0,1.0,0.0,75.0,349.0,26.0,1.0,0.0,1789.0,23.0,126.0,228.0,501.0,4.0,981.0,0.0,0.0,583.0,22.0,0.0,931.0,657.0,291.0,469.0,19.0,13.0,2.0,45.0,0.0,334.0,Year-end assessment
141,2018-05-23,7320.0,36.0,54.0,108.0,0.0,2.0,0.0,97.0,334.0,8.0,2.0,0.0,1804.0,6.0,126.0,229.0,500.0,1.0,960.0,2.0,0.0,483.0,16.0,0.0,880.0,605.0,235.0,396.0,13.0,7.0,4.0,39.0,0.0,373.0,Year-end assessment
142,2018-05-24,6200.0,28.0,22.0,41.0,0.0,0.0,0.0,78.0,310.0,10.0,4.0,2.0,1342.0,7.0,111.0,210.0,381.0,7.0,816.0,0.0,0.0,388.0,23.0,0.0,835.0,679.0,227.0,350.0,10.0,9.0,0.0,27.0,0.0,283.0,Year-end assessment
143,2018-05-25,5209.0,10.0,34.0,44.0,0.0,0.0,0.0,61.0,264.0,4.0,2.0,0.0,1323.0,12.0,79.0,168.0,295.0,4.0,607.0,0.0,0.0,333.0,20.0,0.0,769.0,503.0,249.0,152.0,10.0,1.0,0.0,17.0,0.0,248.0,Year-end assessment
144,2018-05-26,4130.0,18.0,28.0,50.0,0.0,2.0,0.0,23.0,222.0,8.0,3.0,0.0,1121.0,18.0,31.0,138.0,207.0,13.0,379.0,0.0,0.0,299.0,0.0,0.0,564.0,407.0,158.0,70.0,26.0,1.0,0.0,13.0,0.0,331.0,Year-end assessment
145,2018-05-27,4522.0,42.0,29.0,56.0,0.0,0.0,0.0,58.0,227.0,15.0,8.0,0.0,1253.0,7.0,42.0,209.0,241.0,9.0,397.0,0.0,0.0,256.0,11.0,0.0,665.0,412.0,143.0,74.0,14.0,5.0,0.0,11.0,0.0,338.0,Year-end assessment
146,2018-05-28,6119.0,63.0,44.0,91.0,0.0,0.0,0.0,74.0,294.0,25.0,3.0,0.0,1670.0,20.0,32.0,212.0,316.0,18.0,589.0,1.0,0.0,396.0,14.0,0.0,791.0,574.0,229.0,151.0,4.0,5.0,0.0,11.0,0.0,492.0,Year-end assessment
147,2018-05-29,6145.0,36.0,35.0,79.0,0.0,0.0,0.0,105.0,374.0,2.0,6.0,0.0,1665.0,7.0,71.0,203.0,392.0,1.0,552.0,0.0,0.0,330.0,7.0,0.0,751.0,642.0,232.0,180.0,5.0,2.0,0.0,16.0,0.0,452.0,Year-end assessment
148,2018-05-30,5652.0,36.0,43.0,80.0,0.0,1.0,0.0,65.0,409.0,11.0,2.0,0.0,1561.0,12.0,60.0,238.0,241.0,12.0,500.0,7.0,0.0,330.0,10.0,0.0,700.0,507.0,242.0,130.0,2.0,6.0,0.0,27.0,0.0,420.0,Year-end assessment
149,2018-05-31,4868.0,53.0,31.0,34.0,0.0,2.0,0.0,76.0,283.0,5.0,5.0,0.0,1258.0,2.0,32.0,185.0,196.0,2.0,409.0,4.0,0.0,272.0,4.0,0.0,656.0,557.0,214.0,133.0,10.0,0.0,0.0,15.0,0.0,430.0,Year-end assessment
150,2018-06-01,3990.0,29.0,28.0,24.0,0.0,1.0,0.0,54.0,277.0,2.0,3.0,0.0,928.0,3.0,36.0,222.0,155.0,7.0,317.0,0.0,0.0,213.0,0.0,0.0,345.0,634.0,193.0,92.0,6.0,3.0,0.0,1.0,0.0,417.0,Year-end assessment
151,2018-06-02,3207.0,29.0,29.0,11.0,0.0,0.0,0.0,26.0,286.0,0.0,1.0,0.0,689.0,0.0,25.0,140.0,110.0,2.0,225.0,6.0,0.0,130.0,0.0,0.0,247.0,452.0,171.0,55.0,7.0,1.0,0.0,0.0,0.0,565.0,Year-end assessment
152,2018-06-03,3645.0,59.0,56.0,24.0,0.0,0.0,0.0,36.0,295.0,0.0,3.0,2.0,775.0,0.0,25.0,131.0,79.0,0.0,259.0,0.0,0.0,217.0,0.0,0.0,310.0,537.0,215.0,48.0,17.0,2.0,0.0,0.0,0.0,555.0,Year-end assessment
153,2018-06-04,4979.0,14.0,76.0,32.0,0.0,2.0,0.0,68.0,477.0,1.0,0.0,0.0,1246.0,2.0,40.0,249.0,159.0,0.0,496.0,0.0,0.0,261.0,4.0,0.0,399.0,702.0,244.0,124.0,1.0,1.0,0.0,1.0,0.0,380.0,Year-end assessment
154,2018-06-05,4630.0,30.0,55.0,17.0,1.0,5.0,0.0,70.0,528.0,2.0,2.0,0.0,1094.0,0.0,32.0,171.0,166.0,0.0,496.0,0.0,0.0,239.0,3.0,0.0,381.0,673.0,215.0,123.0,3.0,1.0,0.0,1.0,1.0,321.0,Year-end assessment
155,2018-06-06,4487.0,15.0,69.0,25.0,0.0,3.0,0.0,81.0,488.0,3.0,0.0,0.0,997.0,0.0,41.0,204.0,185.0,0.0,329.0,0.0,0.0,206.0,2.0,0.0,391.0,652.0,249.0,153.0,0.0,5.0,0.0,2.0,0.0,387.0,Year-end assessment
156,2018-06-07,3761.0,7.0,62.0,22.0,0.0,3.0,0.0,69.0,243.0,4.0,0.0,1.0,1018.0,0.0,47.0,227.0,159.0,0.0,342.0,0.0,0.0,200.0,7.0,0.0,276.0,517.0,166.0,65.0,2.0,1.0,0.0,2.0,0.0,321.0,Year-end assessment
157,2018-06-08,2748.0,0.0,97.0,14.0,0.0,0.0,0.0,37.0,165.0,0.0,0.0,0.0,805.0,0.0,45.0,143.0,85.0,0.0,208.0,0.0,0.0,151.0,0.0,0.0,127.0,352.0,165.0,46.0,2.0,5.0,0.0,0.0,0.0,301.0,Year-end assessment
158,2018-06-09,1783.0,0.0,61.0,5.0,0.0,1.0,0.0,37.0,95.0,0.0,0.0,0.0,360.0,1.0,10.0,90.0,35.0,0.0,126.0,4.0,0.0,62.0,0.0,0.0,91.0,239.0,111.0,11.0,5.0,0.0,0.0,1.0,0.0,438.0,Year-end assessment
159,2018-06-10,2722.0,0.0,126.0,13.0,0.0,0.0,0.0,39.0,158.0,2.0,0.0,0.0,664.0,0.0,14.0,125.0,36.0,0.0,153.0,5.0,0.0,153.0,0.0,0.0,109.0,345.0,161.0,17.0,8.0,0.0,0.0,0.0,0.0,594.0,Year-end assessment
160,2018-06-11,3319.0,0.0,105.0,22.0,0.0,0.0,0.0,76.0,270.0,2.0,0.0,0.0,1021.0,3.0,32.0,171.0,84.0,0.0,273.0,1.0,0.0,161.0,1.0,0.0,185.0,380.0,196.0,50.0,1.0,0.0,0.0,2.0,0.0,283.0,Year-end assessment
161,2018-06-12,3295.0,1.0,127.0,25.0,0.0,5.0,0.0,65.0,252.0,0.0,0.0,3.0,929.0,2.0,41.0,128.0,100.0,3.0,421.0,2.0,0.0,79.0,0.0,0.0,179.0,341.0,175.0,56.0,2.0,0.0,0.0,1.0,0.0,358.0,Year-end assessment
162,2018-06-13,3073.0,0.0,109.0,27.0,0.0,3.0,0.0,42.0,258.0,1.0,0.0,0.0,802.0,0.0,52.0,56.0,75.0,1.0,262.0,0.0,0.0,143.0,1.0,0.0,174.0,452.0,89.0,79.0,2.0,0.0,0.0,10.0,0.0,435.0,Year-end assessment
163,2018-06-14,2232.0,0.0,110.0,20.0,0.0,1.0,0.0,31.0,199.0,2.0,0.0,0.0,574.0,1.0,25.0,40.0,62.0,0.0,109.0,0.0,0.0,128.0,0.0,0.0,100.0,374.0,55.0,65.0,0.0,0.0,0.0,2.0,3.0,331.0,Year-end assessment
164,2018-06-15,1102.0,0.0,109.0,23.0,0.0,0.0,1.0,13.0,124.0,0.0,0.0,0.0,164.0,3.0,32.0,29.0,42.0,0.0,77.0,0.0,0.0,59.0,0.0,0.0,40.0,132.0,33.0,28.0,0.0,0.0,0.0,0.0,0.0,193.0,Year-end assessment
165,2018-06-16,353.0,0.0,58.0,2.0,0.0,1.0,1.0,11.0,2.0,0.0,0.0,0.0,36.0,0.0,3.0,6.0,11.0,1.0,11.0,0.0,0.0,3.0,1.0,0.0,20.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,162.0,Summer vacation
166,2018-06-17,353.0,0.0,47.0,12.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,32.0,0.0,8.0,4.0,1.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,15.0,16.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,158.0,Summer vacation
167,2018-06-18,733.0,0.0,95.0,24.0,0.0,0.0,0.0,14.0,32.0,0.0,1.0,0.0,89.0,0.0,21.0,26.0,25.0,0.0,65.0,0.0,0.0,36.0,0.0,0.0,36.0,17.0,27.0,31.0,0.0,0.0,1.0,0.0,0.0,193.0,Summer vacation
168,2018-06-19,846.0,0.0,100.0,18.0,3.0,0.0,0.0,29.0,32.0,0.0,0.0,1.0,105.0,0.0,43.0,23.0,17.0,0.0,87.0,0.0,0.0,46.0,1.0,0.0,46.0,40.0,33.0,48.0,0.0,0.0,0.0,0.0,0.0,174.0,Summer vacation
169,2018-06-20,828.0,2.0,41.0,37.0,0.0,0.0,2.0,46.0,34.0,0.0,0.0,0.0,116.0,0.0,30.0,32.0,25.0,0.0,79.0,0.0,0.0,57.0,6.0,0.0,39.0,12.0,25.0,63.0,0.0,0.0,0.0,0.0,0.0,182.0,Summer vacation
170,2018-06-21,739.0,0.0,4.0,28.0,1.0,2.0,0.0,36.0,33.0,0.0,0.0,0.0,116.0,0.0,24.0,24.0,35.0,0.0,112.0,0.0,0.0,37.0,0.0,0.0,25.0,25.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,189.0,Summer vacation
171,2018-06-22,635.0,0.0,18.0,18.0,0.0,0.0,1.0,43.0,22.0,0.0,0.0,0.0,93.0,0.0,44.0,26.0,24.0,0.0,106.0,0.0,0.0,14.0,2.0,0.0,63.0,21.0,17.0,20.0,0.0,1.0,0.0,0.0,0.0,102.0,Summer vacation
172,2018-06-23,238.0,0.0,5.0,5.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,51.0,0.0,4.0,18.0,13.0,0.0,19.0,0.0,0.0,11.0,2.0,0.0,14.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,61.0,Summer vacation
173,2018-06-24,163.0,0.0,3.0,1.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,16.0,0.0,7.0,15.0,3.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,50.0,Summer vacation
174,2018-06-25,859.0,0.0,16.0,16.0,0.0,78.0,1.0,74.0,26.0,0.0,0.0,0.0,125.0,0.0,33.0,32.0,25.0,0.0,130.0,0.0,0.0,40.0,7.0,0.0,30.0,20.0,19.0,47.0,0.0,0.0,0.0,0.0,1.0,139.0,Summer vacation
175,2018-06-26,1052.0,0.0,12.0,39.0,1.0,217.0,1.0,74.0,25.0,0.0,0.0,0.0,109.0,0.0,33.0,29.0,62.0,0.0,71.0,0.0,0.0,40.0,5.0,0.0,61.0,15.0,14.0,57.0,0.0,0.0,0.0,0.0,0.0,187.0,Summer vacation
176,2018-06-27,1038.0,0.0,10.0,28.0,1.0,175.0,0.0,71.0,17.0,0.0,0.0,0.0,103.0,0.0,61.0,31.0,53.0,0.0,102.0,0.0,0.0,28.0,7.0,0.0,61.0,36.0,25.0,56.0,1.0,1.0,1.0,0.0,0.0,170.0,Summer vacation
177,2018-06-28,906.0,0.0,6.0,26.0,0.0,204.0,2.0,56.0,29.0,0.0,0.0,0.0,100.0,0.0,21.0,24.0,92.0,0.0,61.0,0.0,0.0,22.0,1.0,0.0,56.0,21.0,24.0,36.0,0.0,0.0,0.0,0.0,0.0,125.0,Summer vacation
